	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20
Granulicatella	39.9184977015829	1	1	72.5560131658537	514.349939385264	1	42.3785281868979	1	1	156.456789163728	59.8833009532645	66.2933669492497	1	1	1	99.210532531785	1	1	4.59995807856448	110.793478671093
Haemophilus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8871.90556944356	1	1	1	1
Helicobacter	420.210201648747	441.234499413594	643.048498436592	505.254176271187	531.06608074907	498.388441228149	417.995114794288	396.932848596457	501.23172527681	463.993522398639	507.611905377117	407.310774128461	408.506592128396	528.101355588006	509.017494818012	872.727524880658	780.927116661178	436.493924768585	426.722827108657	468.513943089092
Klebisiella pneumoniae et rel.	186.576019869743	649.470471144844	447.03021911031	493.933636130871	320.405916679022	678.745888177346	355.155993409258	317.546214744211	278.580296135551	329.225426267684	890.2311368751	237.043297080906	146.089461226944	1	354.836621456927	13135.252738967	462.170852954667	311.033500455358	243.768602580636	848.439531101941
Lachnobacillus bovis et rel.	157235.354596742	1150.55949936009	46169.7393591031	1	1	1	14494.3588556797	25064.7932095428	224256.314613257	15848.395472399	1	46885.4405682484	1	1	1	745.613469847193	95872.8554198915	1	1	25490.3423501677
Lachnospira pectinoschiza et rel.	110741.45871215	39982.2729922697	182548.652204191	243936.979752399	220366.485816825	95425.4640302306	64469.1996457978	70670.0554254147	20823.3073321123	142864.673866768	154465.407224666	210601.872925142	175386.011489547	1	108630.3229564	5300.66762698222	100627.414440593	183360.652968798	139086.498560701	453129.436440323
Lactobacillus catenaformis et rel.	38.6297792721455	38.2758956779855	58.1377398935757	46.6130139585545	44.7984075078973	45.6224301371845	36.986614777849	37.3130109941581	46.5652865435811	41.5466961550131	51.1107666439231	36.858370879787	36.544279087189	38.2479264488559	47.8334216931436	43.9828466240393	71.8345576730974	41.3125387025337	38.557328619182	40.8346669196406
Lactobacillus gasseri et rel.	2621.22718839014	1805.19291899049	3377.18241104506	2262.16556132452	52805.8326622757	1719.36140013916	2778.94374270887	1748.89776119612	2301.73152358637	7196.19223571256	2562.01191540738	1899.18612468626	1761.50600987677	1590.37390081136	2787.8626876655	3163.64137800846	8510.88348857698	1713.48088392612	1469.50807889395	4153.34908591001
Lactobacillus plantarum et rel.	1787.63153673403	1691.86949353142	2631.88576129203	2161.49357870954	22065.7339367343	2006.63168179899	6037.82330827119	1745.92333771057	2118.30676774726	2202.75491611535	2578.3299492787	1652.23461721141	1668.18559904845	1422.11645546764	2936.56368969346	2828.75683797596	3830.49772833993	1816.76964455491	1736.72748222229	2290.14423434574
Lactobacillus salivarius et rel.	261.186102701103	242.26343838006	385.4612109287	323.862346902018	1782.72719740102	242.128716645061	84.060236283827	181.123728515595	297.534612110787	172.957762428227	338.322985688348	233.654593511064	500.04032238401	1	415.322910896301	154.52062300554	327.668794630871	259.911763553324	237.797557396202	405.952288303005
Lactococcus	1	662.995127307936	1	2957.65026036466	1	1	1	1	678.538078167942	1	1	1	1	1	1	1	15.6056832301854	481.956213369144	690.010431604541	1
Leminorella	1	1	104.620056648155	1	1	1	1	1	100.04638864569	1	1	1	1	1	1	1	1	1	1	1
Megamonas hypermegale et rel.	308.213777825803	298.890357149	444.626398177041	355.892998735065	370.240817584475	344.383598113401	288.325173701886	286.698006899269	424.817637030454	323.332376105401	382.834328021762	294.900144611117	296.735284261049	286.242306455255	352.667194715427	399.682218690538	583.197302722914	321.424197042057	316.594009272533	324.670798627594
Megasphaera elsdenii et rel.	557.272365932053	536.95946388011	19392.3260124081	623.205653039328	657.968001915848	596.923116511959	82244.3863563601	500.268525578877	728.111278401136	673.957817128949	746.04882631773	805.976988197769	525.802439867967	5109.58607891957	601.303654180001	794.01598308681	1096.46079446947	545.165875365341	543.243325489338	614.803240061841
Methylobacterium	83.1865183978805	73.5067390825474	119.852709734772	93.1618451719228	94.8905605166534	90.0023630698215	74.0537464667719	73.7991601551359	94.3361804785802	86.3680663323158	91.4738045958523	72.6622786424778	76.760007214213	74.0431973969754	94.6167025470953	84.2628215038005	144.253474606175	81.620587763034	82.9170415552381	87.9569153085086
Micrococcaceae	158.341675212961	172.918350446649	244.166859533836	181.295780967124	262.276211746664	227.304816571379	160.417020222072	179.043270096476	224.993984987126	182.321945810146	210.380604359795	153.974955107925	145.515254103873	87.0464272183108	249.945307320762	119.681219510513	352.176455082627	180.0442206802	180.399979525026	161.072340812381
Mitsuokella multiacida et rel.	408.779491715306	353.648382605132	519.590451034282	424.431949690407	407.36025582607	386.026937753078	344.262889740248	323.986797938142	699.845709900246	356.504722294656	418.283392638401	319.088208660816	336.444753799466	326.622262184087	393.308094127066	549.460029891929	653.535807795374	347.006008407994	345.502156253108	28279.3772377977
Moraxellaceae	310.413437940248	339.1730607455	450.63400750144	357.32790329953	380.692422223192	353.144678841628	295.794767599969	286.724642541368	371.859449808974	331.912749157513	367.833922873665	287.15052025277	300.966444059465	294.030402295542	352.839061902886	496.601583372131	581.282624639018	318.587585941683	308.267919539461	341.909207191356
Novosphingobium	138.936918349525	141.127269395036	294.004891240946	156.954741071378	236.862919602473	143.441948913245	128.306829307239	117.811937635063	204.051826723848	152.470843247879	153.649187680999	124.66560429747	132.471845703428	116.781762325988	138.379692479131	137.163414712795	288.363044466734	127.729284660855	125.466094372689	190.873691774555
Oceanospirillum	812.867658117091	821.137256668847	1451.42252399813	946.959537212463	968.2691176524	1028.33874060697	870.475514635542	1253.75395871143	3139.8815371106	889.6969739529	1002.07375223424	760.85509050747	807.404465783272	1125.18295768345	956.746965407704	2519.98267499592	1493.2446787904	848.77439552504	817.421627387816	1959.65618988196
Oscillospira guillermondii et rel.	156990.361897021	423039.368065244	233884.157345037	49211.6889893977	35159.5708119208	1	293290.115934783	1	200544.13937951	2382.25297695442	5730.29165584554	136986.180293865	430.21040092517	1	1	3189.01571374461	218574.68251288	16601.6446372867	15107.3009000976	344892.159661488
Outgrouping clostridium cluster XIVa	14826.636366515	33485.6529630517	36262.5175396804	14427.9418287234	1	1	162431.925303977	75258.5045654163	30516.8071640955	98577.8579743932	59701.5256252823	62400.0180479598	47553.2446443739	1	1	2632.73633125521	61325.3032147105	34339.2885338088	22933.9421140874	102689.830139864
Oxalobacter formigenes et rel.	6258.55538758188	8031.56023007915	4256.4249362469	6030.62020486699	1831.51679362943	3684.2178902826	6716.14674792893	17425.14862273	7825.67220823644	4626.09810680557	5858.0085655556	649.75487876926	780.744192129244	1044.8932582336	1232.74906114957	952.494040145125	2023.16038460832	1679.44286410698	1	3983.49335438652
Papillibacter cinnamivorans et rel.	68049.1822378873	10431.3647839923	10466.6850396998	1	6012.42868516711	1	42689.1523025303	1	1	1	1	1	1	9366.4341907247	1	1959.97417676645	1	1	1	21465.7711150663
Parabacteroides distasonis et rel.	61938.0429777043	100865.80470131	189905.478552447	23197.6688619327	30438.6812717327	1880.48704642735	6036.55615908217	2211.20988914013	779313.297416002	122715.956840287	41724.5866819057	283377.792648189	1683.28610223246	2397.10755035718	2296.85654354608	3329.42682332768	14812.1821894944	2317.44932421275	307043.759440039	52827.5410332447
Peptococcus niger et rel.	2029.18142197596	4527.33882095863	1	1	1	1	53319.6736531209	5181.01889090194	1	13497.2513996951	26702.8769592212	1	1	92.0938084684328	1	1269.76775438321	12103.8151702369	1	1	2928.75317845875
Peptostreptococcus anaerobius et rel.	247.082427621679	225.713038822428	389.797547646717	340.916668241871	372.070057489625	278.155032188282	258.349905322615	260.0684530708	284.670184954244	298.074884085062	344.740051491311	226.307561492677	224.248023698103	508.218231663849	286.633493553022	517.65897937058	446.984829776158	244.55577016446	236.351598056339	371.72128273781
Peptostreptococcus micros et rel.	1	1	1	1	1	1	1	1	1	1	1	1	710.884730663189	1	1	1	1	406.102784173178	1	1
Phascolarctobacterium faecium et rel.	653.111052145267	1977.67076846331	1692.10593928161	6739.81585030065	1306.46251816769	1290.77613786883	1018.03518232469	1064.05310386336	2340.89422802525	1205.48277989455	1455.29737813826	61255.6911550455	1112.44811819118	1060.6190735187	1299.85073848631	2071.75487988767	1547.83415083954	1068.93347812494	12070.9103800294	527.116937911438
Prevotella melaninogenica et rel.	1	12488.2084006508	41582.4782347694	843.004028374206	1011.70154523888	1534.71816504547	885.233363244573	1209.1033773614	307098.13942192	1	16259.4957278439	1	1302.01554040274	1246.12188072181	2078.98668587005	2187.86304687124	8162.06643854457	2160.64603900606	1	77374.7030894891
Prevotella oralis et rel.	7409.52380766954	4480.71553521177	24816.7608320842	2111.59455497554	1662.06811998089	607.887698947905	1531.14581534299	581.718291610772	14722.9032914902	39035.3759218924	7037.35773357532	68751.0105043193	539.529750984603	623.031948475658	745.904461497477	926.232824299173	2626.11858487763	573.705007663025	28825.046748043	18229.453705824
Prevotella ruminicola et rel.	9127.48666700046	1382.85946481376	32308.8914943696	3566.24217364607	3336.6627743228	566.797897097644	1643.96145643627	629.463620229923	135971.625979903	33267.9939826506	6578.87397881637	58999.7259157209	485.569799004804	655.183016777802	553.914983709421	950.973851861945	1313.12168182093	483.031779579855	61192.8745542963	3947.57267461242
Prevotella tannerae et rel.	19773.7204500488	28101.0455763718	21758.653636878	6656.20787388702	2902.17129152453	860.750199730957	3312.44641807711	678.475705059359	169367.167754583	76770.7067259168	1	134585.916215481	751.862144329416	834.051002408128	965.815711845198	1179.31073904774	6624.26690643446	819.515783781624	93493.7905602889	43511.6667415307
