	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20
Lactococcus	748.621806317272	506.367399234445	792.270138287349	5871.09228419111	831.018039374106	623.580414491421	658.132890374274	532.210922691778	623.907935798149	630.001857373649	796.086575952411	571.894192791224	517.916827766666	1295.44709127579	605.387910318769	742.734982232823	1023.19827797487	567.842573103997	663.197459867168	569.990137392916
Leminorella	129.734490010333	101.728186518659	388.952540179071	125.541088909575	131.453328307932	124.454587686801	108.283300059365	96.8332391217389	302.006964569493	207.357045265292	132.461895848516	182.375891032491	100.194913970442	126.159872244231	123.595321729419	136.32011858536	220.465436225584	102.698213013884	130.481410855285	132.507888141326
Megamonas hypermegale et rel.	307.213777825803	297.890357149	443.626398177041	354.892998735065	369.240817584475	343.383598113401	287.325173701886	285.698006899269	423.817637030454	322.332376105401	381.834328021762	293.900144611117	295.73528426105	285.242306455255	351.667194715427	398.682218690538	582.197302722915	320.424197042058	315.594009272532	323.670798627594
Megasphaera elsdenii et rel.	582.37664655616	526.775704228212	37993.9218018402	628.715560389302	658.301211841859	582.227545185419	107179.308038028	488.578903619875	858.224479424244	684.045560581012	814.66104440245	1102.5346703139	512.810152378238	9693.36268081137	610.677597305529	793.519821163787	1177.81275926777	535.550562528908	534.736687407948	631.320307838675
Methylobacterium	82.1865183978805	72.5067390825474	118.852709734772	92.1618451719228	93.8905605166534	89.0023630698215	73.0537464667719	72.7991601551359	93.3361804785802	85.3680663323158	90.4738045958523	71.6622786424778	75.760007214213	73.0431973969754	93.6167025470953	83.2628215038005	143.253474606175	80.620587763034	81.9170415552381	86.9569153085086
Micrococcaceae	193.136820392436	186.731611824631	291.664647398924	232.4316190727	260.234347684626	230.653742368115	193.557981952539	195.258480644741	239.30386344441	213.033291986021	260.541843272875	182.379999973752	187.830806062486	259.831098161737	290.042912124865	678.007657031221	378.684085742776	192.94063244213	190.863102799629	220.659072384445
Mitsuokella multiacida et rel.	407.779491715306	352.648382605132	518.590451034281	423.431949690406	406.36025582607	385.026937753078	343.262889740248	322.986797938142	698.845709900247	355.504722294656	417.283392638401	318.088208660816	335.444753799466	325.622262184087	392.308094127066	548.460029891929	652.535807795373	346.006008407994	344.502156253109	28278.3772377977
Moraxellaceae	309.413437940248	338.1730607455	449.63400750144	356.327903299529	379.692422223191	352.144678841628	294.794767599969	285.724642541368	370.859449808974	330.912749157513	366.833922873665	286.15052025277	299.966444059465	293.030402295541	351.839061902886	495.601583372131	580.282624639018	317.587585941683	307.267919539461	340.909207191355
Novosphingobium	137.936918349525	140.127269395036	293.004891240945	155.954741071378	235.862919602473	142.441948913245	127.306829307239	116.811937635063	203.051826723848	151.470843247879	152.649187680999	123.66560429747	131.471845703428	115.781762325988	137.379692479131	136.163414712795	287.363044466734	126.729284660855	124.466094372689	189.873691774555
Oceanospirillum	811.867658117091	820.137256668848	1450.42252399813	945.959537212462	967.2691176524	1027.33874060697	869.475514635542	1252.75395871143	3138.8815371106	888.6969739529	1001.07375223424	759.85509050747	806.404465783272	1124.18295768345	955.746965407704	2518.98267499592	1492.2446787904	847.77439552504	816.421627387817	1958.65618988196
Oscillospira guillermondii et rel.	164457.817064817	427419.954121132	255089.087514463	45862.1582948239	51026.7073588997	2871.64447107878	312992.901500286	9449.82948840945	185312.275496844	27429.0485568636	16150.718886901	125198.948365145	2572.74215035026	2489.03205832347	3244.12220699915	5364.55643318125	225475.061595095	20440.6956190091	15083.757482657	344836.486728391
Outgrouping clostridium cluster XIVa	51331.8430686013	44379.9562287489	80225.3573407504	95139.21303913	55410.8274067515	28257.511521405	163991.590943696	109671.374550351	36779.811905964	122355.252631163	54186.5412083353	92036.1475436703	70645.4239043908	3068.17850982709	23790.0284936689	4060.42932904359	88640.1559421219	46948.0481613841	18511.8203315696	118266.900321438
Oxalobacter formigenes et rel.	5027.61800015985	6600.79424248223	5268.48950369678	4232.08259514217	1462.56009249063	1661.94187257753	3341.54802162187	13744.2589359671	6413.19301777872	3394.39509790979	4542.13282746619	1966.74706497561	560.131264133165	631.724784438668	860.703903479202	781.537063290468	2426.67229983586	1303.27758554849	692.10892557487	3258.46296158702
Papillibacter cinnamivorans et rel.	46455.9636008409	7043.39052071694	33572.2535655202	11061.3433226701	22895.8770326956	4094.71413405524	32866.7121566325	2594.19052267538	15200.3434572603	22602.1749468602	10812.5873760588	22514.3454596963	4675.45822796243	4034.59964743352	3297.44646193426	1602.8955797289	16982.492070647	11867.8544611186	1109.35578291192	41791.7578059314
Parabacteroides distasonis et rel.	56154.0793318915	73689.0597331867	166312.857955596	20861.0448482168	30008.6253334277	1887.24373831906	5148.60266472205	1994.19201133178	675403.15834198	105639.660030168	33746.9711856917	248417.817429554	1658.09628582967	2353.63457279624	2191.62649397849	3121.92963171744	13169.5857811436	2181.58042340087	234433.43328097	46307.7667684697
Peptococcus niger et rel.	5099.76557192383	4563.68713068039	4533.29005409303	2721.56613578356	1386.31274706356	771.08196654865	20752.5217726076	2769.90261576756	1510.15523544127	7204.28020485509	11219.4565915563	731.478313040866	697.83029002031	640.667966170856	828.890798571599	1161.99993064036	11877.7282198417	2136.25917360523	676.639838580972	4508.40938419906
Peptostreptococcus anaerobius et rel.	246.082427621679	224.713038822428	388.797547646717	339.916668241871	371.070057489625	277.155032188282	257.349905322615	259.0684530708	283.670184954244	297.074884085062	343.740051491311	225.307561492677	223.248023698103	507.218231663849	285.633493553022	516.65897937058	445.984829776158	243.55577016446	235.351598056339	370.72128273781
Peptostreptococcus micros et rel.	886.411025390164	908.581340026667	1322.53063484384	1051.44901525743	1106.10511661432	1044.14254831879	1078.22249822673	856.639894218764	1112.26381262477	979.248000697681	1082.19603632473	841.703090499261	878.403274424615	861.895043561537	1060.15323893448	1508.66181287832	1729.46714815627	954.552596162613	922.136865351252	987.860092863914
Phascolarctobacterium faecium et rel.	1521.07888383052	4613.86687133335	1719.09439131706	6724.5385868014	1357.324812866	1289.88835697682	1097.62210771981	1056.7430932407	2523.82355239542	1216.0375916303	1428.91606338352	61251.2625977243	1112.37044543887	1072.9235416338	1291.4176645395	2119.54499188085	2202.89485826075	1310.63949464777	12098.7846317432	2388.2270258942
Prevotella melaninogenica et rel.	2308.46396271365	12506.5341127458	43309.5660000058	1717.84425903105	1754.58711853277	1639.15567717104	1391.2360823929	1337.92720341362	281792.207770931	1895.38179855441	16900.2066581926	1765.42108086117	1397.77293664524	1381.05861940018	2195.62703064809	2401.78391162226	8566.59709997888	2237.86827999109	1511.31861649561	79644.8325980186
Prevotella oralis et rel.	7712.93631733026	2911.30616606798	23443.2558209304	2291.12295368372	1840.70244779768	683.990529511418	1615.59427121432	649.22115022284	57519.0262055635	41693.4817001933	7203.43165652584	73787.6090847599	604.885958508953	684.474579483752	759.989025867427	1053.72823068448	1907.69596773907	654.318823391078	33562.3815270931	11237.3874712506
Prevotella ruminicola et rel.	9463.61602762118	2178.11808179257	27592.7886570195	3622.69936838292	3400.03777506001	600.207300444727	1705.96773950242	659.031087024717	108886.845776154	35457.5230653552	7140.96830844998	62947.2178755991	515.993808105609	690.276065574746	625.252598523422	1028.93917395952	1740.79361137533	548.083708132714	62876.4321119327	8342.110003177
Prevotella tannerae et rel.	25673.29443223	28475.7111594312	28500.8659896347	7950.41931128191	7875.7864721523	913.472792094449	3460.25434493022	868.933212737755	189941.198744019	92796.1343961384	12916.8870050369	141401.340817926	806.607102855769	1238.66267282472	1032.43092650318	1371.81128735813	8630.7408849702	921.044532914319	86209.3902304181	48859.1463509243
Propionibacterium	623.936175500387	500.3502254381	1131.37389924478	841.52478118163	796.367364971918	549.549151666498	1317.35338378498	479.318808773372	1061.19214091327	1665.96435392743	673.938512536043	1583.7567243098	462.755907134592	456.666596283696	600.819904532446	1135.77051504131	981.715852087358	551.552326931914	532.25873280095	825.733658932438
Proteus et rel.	474.937030809081	471.340844301581	758.970099271514	546.91037154023	577.702191578484	550.463803893681	503.972358722272	431.603774502178	577.434475994063	527.3550180445	561.822575686334	431.493254183776	457.600241909648	773.931814757219	569.846108281708	973.565872119164	906.70837712197	471.110979589634	455.842867570096	539.998323400279
Pseudomonas	184.864943924774	204.572077111938	253.861925031392	201.961513799577	222.686826207513	269.965988635785	165.373902679819	153.757025245352	213.555086928228	220.427335239712	206.732266416801	153.992626036026	167.830194597286	159.151420885389	190.434278433367	8958.84178770713	315.953255583018	184.056400778398	174.775226125963	249.431270841294
Roseburia intestinalis et rel.	202405.861644876	9463.56320331038	51630.8229178334	21861.8789852978	83133.6275451211	6894.92164371687	135002.564944658	49005.9510629307	155514.906241168	120122.710914601	22657.832823214	103000.767462033	9397.66138796813	1332.56437639064	13585.5673655329	3174.41582139104	38501.8843130108	100587.673052636	28434.5295413717	240756.298618895
Ruminococcus bromii et rel.	11443.298909316	14629.4874175925	27284.0061970872	26373.6469371658	13556.2551563909	621.816777538628	4543.4278624185	121431.373091374	47959.0806856667	9698.11103637916	39414.8354727973	8231.05796037707	898.530766827732	436.477150001178	2754.03777071871	776.28109592684	9999.60239049613	22564.813214837	8021.74643358514	26996.6322239525
Ruminococcus callidus et rel.	85529.219299528	29552.8985786869	34881.4068697105	20680.7369680244	165191.832282222	4128.14347063753	58449.5340158056	11349.5979208311	13558.4291601522	155557.236188098	66983.4376314019	17322.1863372901	6070.16426469642	1728.58165484334	3590.75155662645	2615.32912767447	121186.318338521	3709.84618683732	5627.22717490821	42926.6365113784
Ruminococcus gnavus et rel.	123666.141730927	8442.56474170242	51529.6020516063	87745.8092287191	163218.076116305	61060.3420905711	123285.743878314	78217.4218907771	17738.1658377674	101398.995814902	112787.658657813	105344.463539376	51410.8131613204	5572.64193842607	18175.4609097035	1879.46214931402	36212.8742665068	93987.9992205288	39402.3488776611	78479.5604749948
Ruminococcus lactaris et rel.	36473.2018178181	5200.93240593152	29913.6633284842	23986.0586894169	16650.8360580235	6861.57910289067	57448.816063157	26327.5255019276	23531.8247087626	79161.5883297304	62129.8970435942	29367.8432597764	7671.58336190238	705.473854527525	1592.00114012936	1414.48543566048	17260.3107404208	20625.897406341	4048.17159506329	28709.3932304715
Ruminococcus obeum et rel.	229268.009744446	82654.7671502943	486689.876678591	1244107.67674126	646222.297183603	488129.267869186	423608.107294265	438393.853195768	128995.7383549	571271.238177729	288148.776847994	258580.031349376	322630.917152416	8442.85108465898	278914.625511017	10556.8256345839	249442.175507078	178572.41292167	63275.9780714234	263591.964472618
Serratia	14.3601801640583	31.6958182911364	24.0727369701203	17.9450662397693	18.3008899066165	51.7670271577177	17.1295451784627	10.6612355462592	13.957261839954	30.3610821011569	20.9804211591636	11.6496619115115	13.646952637858	20.262004592407	14.180406986017	4320.48728114817	21.4750842713791	16.1715697496336	14.400893809901	12.9217816359487
Sporobacter termitidis et rel.	78895.8187306423	155651.748437879	122527.52368951	17056.6803339519	21863.3515907068	3392.7295627702	50755.0123843144	7793.20772041861	47634.6672809747	24450.8884255166	20139.1613124617	24557.9136865041	9195.34778627686	2751.88087647394	5166.94979050628	4221.88004222813	56602.4959439584	34317.3664591706	6680.36141022659	133938.501418779
Staphylococcus	276.033551022455	253.262901916277	505.943689567848	336.115695933067	318.091326930884	335.049242140721	285.474206421417	260.149834594568	318.890601425211	339.550233403377	761.278665665905	250.087187548811	247.843820191311	252.082770781542	333.7450972571	5125.03301074028	595.602797520096	271.889379792557	263.64512336394	318.449136295878
Streptococcus bovis et rel.	37302.1768836272	5661.43462084662	55766.2403709613	56661.851876635	172028.999320567	140732.628217687	337622.446730427	177933.856506819	4407.05644029695	264961.598028261	37847.8781523856	22949.9694484281	22449.301458712	227113.554165433	238821.831052783	20269.4445425018	20776.8043700084	16570.2063510465	8717.05756124595	56114.2989515317
Streptococcus intermedius et rel.	4350.16359102872	1148.62964602531	5343.5625929756	9181.64680799149	32855.6583181702	22305.1825436791	43696.6173738493	15928.9885189897	1815.8793869807	22089.4690463729	3759.0184193326	3087.20205667531	2261.33047682305	23789.0608377674	25430.5122327754	6004.8400750901	3392.17862138879	1261.76029017092	2440.88882814	10255.0881079438
Streptococcus mitis et rel.	16791.3004510572	1651.26310886044	14661.6028100963	22831.3876145978	111386.819759714	76675.8716297502	157296.198424844	78867.7340115441	4433.08356995881	116004.802783459	18684.6674847378	9447.89354965082	5264.77226921691	79676.7984586088	96075.1191775945	17333.3590085962	6992.64121588764	1936.20988427794	6319.00147242995	24332.6764781756
Subdoligranulum variable at rel.	312112.977116382	16725.137861187	223668.610658726	374197.128864154	64218.842581481	2830.57876225505	462881.638855788	17563.3319256627	58380.5896931975	18951.0436096874	86432.1834519748	420971.624093133	45246.0380433232	2076.23371200379	93195.639119389	3502.61069478924	380987.005406215	120968.35419065	6208.05212562744	209853.011932057
Sutterella wadsworthia et rel.	7139.08625100116	5567.45143510391	6832.74433516958	3649.6222167717	4070.24985346971	2198.34000950202	3264.69795466434	2798.21938903966	24942.6313638899	13791.455153131	7861.78400571347	4649.57557400274	2210.75257800504	5019.13664692782	2238.45398902297	2348.31634088187	3846.82082583978	1966.07786852159	25288.1821813642	8563.98336793697
Tannerella et rel.	40381.3001283923	62402.7597052284	77734.9721088382	7056.82744632518	16523.3021277146	1963.59146373766	4042.11859956832	1857.09997621549	167929.642265432	51432.5142366859	11950.2201747263	65846.8458381972	1586.06673516477	1917.02019937783	2090.53802902132	2652.96303516267	6172.35813338322	1837.49202735064	58280.606588558	23283.3689616716
Uncultured Bacteroidetes	484.187651064787	1718.07431885095	19856.8060212851	201.31910325105	138.81625028462	79.6022723545872	101.343734726964	69.1056802168719	4559.77005712698	895.63235544851	845.18224523966	2000.90431933462	71.1890311793404	72.1163808505361	96.560381818988	97.5772718949389	687.067769515914	83.4133665631633	1259.25200397668	1552.62500502976
Uncultured Chroococcales	238.043433168928	230.025930642113	296.770006621969	240.185336402205	236.953325513438	217.450286756917	350.656666571906	179.093196787338	645.898622286468	206.260336657242	223.141296376062	184.323987868972	195.015853050957	179.715698673599	229.903533581774	284.237327075174	335.922974673258	201.584339584517	197.871617959881	269.956176217884
Uncultured Clostridiales I	54912.2810736309	433110.424120006	115613.188023243	4231.88253732955	5553.95200554687	4225.87948405868	43134.3640384033	3384.10063168589	15009.6047562683	3926.09274291321	4350.26384590008	3511.30127141401	3557.88955679509	3425.92448597009	4238.43393118015	7083.8894416839	133486.209106409	16677.3268226612	3638.34360855536	81898.1577887631
Uncultured Clostridiales II	77982.3969919511	227877.951240605	22701.1698720008	13580.4911031341	12566.4304356703	3777.7562210372	18204.5276708319	3416.58897233985	16996.316722679	9077.54988259431	5851.57776994054	6621.06306694959	5232.42385882841	3068.11032347303	4147.70973261447	6316.46783802396	64662.9481228787	25888.6365587826	5789.31706180532	178986.787399485
Uncultured Mollicutes	4023.58439696788	5404.43754089599	36465.6485724469	3572.78894651596	2658.42153749407	2317.9865463567	2672.2659458167	2229.89847795688	3189.20842622357	2365.20501172946	2765.43068547876	2134.47079448877	1973.16979989588	1889.2766192034	2349.79942888745	2836.35251689341	61348.4909722418	4158.99245029022	2027.69961107699	23844.3094210582
Uncultured Selenomonadaceae	12.3294903559988	12.6777493844653	18.3425633250223	14.3185057137059	24.1297478885727	14.4351827835866	1332.73173662074	11.8594918032065	91.5248604544544	29.5780794806376	15.7078280984421	11.8004489786428	12.7468005361355	12.1816157448314	13.719295605918	28.5739184344474	23.5606704574693	15.1268391305465	12.7848828737379	13.8671202856978
Veillonella	381.523894965409	236.452086823175	484.886246339833	263.364202685764	2585.49313627889	372.377483583298	232.518456524917	258.710999012789	633.953043801547	2031.39305628985	314.920512605982	610.744548118721	222.508934257441	41901.0374874428	4342.02908596972	1161.82783904277	514.90904134879	289.135039502721	1768.85780329695	461.231908075988
Vibrio	568.163439329429	604.003628125566	760.454497018992	627.79165731646	498.323576452039	646.777319845182	1001.68157978177	413.905878090778	561.113148467233	607.025861792356	552.907457663445	464.259297762418	487.299257778166	543.162030098611	490.974928470921	5244.03783942942	843.748003997012	496.533534979637	390.056840621702	723.013460794414
Weissella et rel.	459.635379187767	295.288367213641	499.92655126738	721.97513484487	469.152555310623	359.577743073476	512.884680472679	306.180685956421	446.094794335463	702.285100892691	751.120844386797	356.002952271294	424.279757172891	306.255628593647	428.29639328171	399.178211874521	579.238233461954	323.186829968393	301.875054125257	573.372186508029
Wissella et rel.	139.636981206806	57.177009945261	90.6159272908309	90.2716135071174	96.2410107952063	78.4552120041828	91.9095778203097	53.7275073461188	75.9229527629718	178.140721687649	126.588278904944	81.5356061347533	59.2510943335716	58.9209786625246	65.3182427028893	69.4104501714064	128.582962551556	63.8396056714146	60.9417793910609	177.728014989204
Xanthomonadaceae	1300.83539952677	1746.15948244188	473.764173295529	325.358617699632	419.674070502869	335.389715107122	438.682548958182	348.940563171319	750.483593282532	359.085591056539	316.817829920315	361.584864121859	250.890934374098	834.804608845371	338.192853494878	334.739383936942	441.471620999642	325.271075017547	241.606156537896	1335.1121028065
Yersinia et rel.	457.828278133302	408.573956949062	704.367251606739	505.837095578743	497.429545626306	601.160301838948	477.514493571364	408.251120957	531.937342213962	515.761030686618	653.881677445358	428.793872072683	402.610455584864	1903.83222472756	531.286934321396	1021.04025424057	778.508589193057	434.065706780038	419.670223754592	682.759474787313
